,MOUSEID,SEX,MODE,DIET,CHOICE_SESSION,PELLET_TYPE,COUNT,MEAL_SIZE,SNACK_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,NUMBER_OF_SNACKS,SNACK_FREQUENCY,NUMBER_OF_MEGA_MEALS,AVERAGE_MEGA_MEAL_SIZE,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
240,FEDXDM6,M,FR,PR,1.0,CAS5,99,1.8,0,55,2.661397637001492,0,0.0,2,8.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,6.0,4.0,4.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,4.0
241,FEDXDM7,M,FR,PR,1.0,CAS5,69,1.4375,0,48,2.292020373514431,0,0.0,0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,6.0,2.0,5.0,3.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,4.0,2.0
242,FEDXDM8,M,FR,PR,1.0,CAS5,42,1.4482758620689655,0,29,1.703432972196841,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0
243,FEDXDM9,M,FR,PR,1.0,CAS5,62,1.7714285714285714,0,35,1.730151319583665,0,0.0,2,6.5,0.0,0.0,0.0,3.0,4.0,6.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0
244,FEDXDM10,M,FR,PR,1.0,CAS5,84,1.8666666666666667,0,45,2.176483233018057,0,0.0,1,6.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,1.0,0.0,1.0,3.0
245,FEDXDM1,M,FR,PR,2.0,CAS20,121,1.6133333333333333,0,75,3.716602199677894,0,0.0,1,6.0,0.0,0.0,0.0,5.0,10.0,6.0,7.0,0.0,2.0,0.0,3.0,1.0,3.0,8.0,6.0,6.0,1.0,1.0,6.0,3.0,3.0,0.0,2.0,2.0
246,FEDXDM2,M,FR,PR,2.0,CAS20,157,2.5737704918032787,0,61,3.1289182719708193,0,0.0,9,8.222222222222221,0.0,0.0,0.0,4.0,5.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0,5.0,7.0,8.0,0.0,2.0,0.0,5.0,1.0,4.0,3.0,1.0,1.0
247,FEDXDM3,M,FR,PR,2.0,CAS20,169,1.69,0,100,4.940643656076306,0,0.0,2,6.5,0.0,0.0,0.0,4.0,7.0,4.0,2.0,0.0,5.0,0.0,1.0,3.0,4.0,13.0,6.0,6.0,5.0,4.0,10.0,8.0,0.0,6.0,5.0,7.0
248,FEDXDM4,M,FR,PR,2.0,CAS20,148,1.9473684210526316,0,76,3.7551983969036082,0,0.0,4,6.25,0.0,0.0,0.0,4.0,6.0,5.0,4.0,3.0,1.0,2.0,1.0,4.0,2.0,6.0,8.0,1.0,4.0,2.0,5.0,1.0,7.0,1.0,4.0,5.0
249,FEDXDM5,M,FR,PR,2.0,CAS20,173,3.6041666666666665,0,48,2.4078925366479016,0,0.0,12,8.416666666666666,0.0,0.0,0.0,4.0,7.0,3.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,3.0,3.0,0.0,4.0,0.0,3.0,1.0,0.0,2.0,4.0
250,FEDXDM6,M,FR,PR,2.0,CAS20,146,1.5368421052631578,0,95,4.610966550268973,0,0.0,0,0.0,0.0,0.0,0.0,10.0,11.0,2.0,0.0,3.0,0.0,1.0,4.0,0.0,4.0,8.0,7.0,4.0,5.0,9.0,9.0,3.0,2.0,4.0,3.0,6.0
251,FEDXDM7,M,FR,PR,2.0,CAS20,163,1.4684684684684686,0,111,5.398468002323665,0,0.0,0,0.0,0.0,0.0,0.0,7.0,7.0,11.0,7.0,5.0,1.0,7.0,1.0,6.0,7.0,7.0,10.0,7.0,1.0,3.0,6.0,7.0,1.0,0.0,4.0,6.0
252,FEDXDM8,M,FR,PR,2.0,CAS20,178,1.6635514018691588,0,107,5.334071868725334,0,0.0,2,10.0,0.0,0.0,0.0,10.0,9.0,11.0,6.0,0.0,4.0,0.0,4.0,4.0,5.0,6.0,10.0,10.0,5.0,1.0,4.0,9.0,1.0,4.0,0.0,4.0
253,FEDXDM9,M,FR,PR,2.0,CAS20,197,2.3734939759036147,0,83,4.049274301744115,0,0.0,6,8.666666666666666,0.0,0.0,0.0,4.0,10.0,9.0,3.0,0.0,2.0,1.0,0.0,1.0,5.0,7.0,10.0,7.0,2.0,0.0,5.0,5.0,1.0,4.0,0.0,7.0
254,FEDXDM10,M,FR,PR,2.0,CAS20,144,2.2153846153846155,0,65,3.2200800891714483,0,0.0,4,10.25,0.0,0.0,0.0,4.0,8.0,8.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,5.0,4.0,7.0,2.0,2.0,1.0,1.0,5.0,0.0,2.0,4.0
255,FEDXDM1,M,FR,PR,2.0,SUC,56,1.1428571428571428,0,49,2.387591023523998,0,0.0,0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,6.0,2.0,2.0,0.0,5.0,2.0,3.0,0.0,4.0,3.0
256,FEDXDM2,M,FR,PR,2.0,SUC,22,1.5714285714285714,0,14,0.7685855890202058,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
257,FEDXDM3,M,FR,PR,2.0,SUC,37,1.088235294117647,0,34,1.7198741007194245,0,0.0,0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0
258,FEDXDM4,M,FR,PR,2.0,SUC,45,1.3235294117647058,0,34,1.6907712071609133,0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,1.0,2.0,0.0,6.0,0.0,2.0,1.0,1.0,2.0
259,FEDXDM5,M,FR,PR,2.0,SUC,43,1.7916666666666667,0,24,1.1965267487432312,0,0.0,0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
260,FEDXDM6,M,FR,PR,2.0,SUC,54,1.2857142857142858,0,42,2.063853892248263,0,0.0,0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0
261,FEDXDM7,M,FR,PR,2.0,SUC,43,1.048780487804878,0,41,2.047241910204308,0,0.0,0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,6.0,3.0,1.0,0.0,1.0,3.0
262,FEDXDM8,M,FR,PR,2.0,SUC,39,1.1818181818181819,0,33,1.7890219110006778,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
263,FEDXDM9,M,FR,PR,2.0,SUC,13,1.3,0,10,0.5612722170252571,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
264,FEDXDM10,M,FR,PR,2.0,SUC,45,1.4516129032258065,0,31,1.5536683836836978,0,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0
265,FEDXDM1,M,FR,PR,3.0,CAS5,148,2.0,0,74,3.6798121417224947,0,0.0,3,6.0,0.0,0.0,0.0,3.0,7.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,5.0
266,FEDXDM2,M,FR,PR,3.0,CAS5,180,1.7475728155339805,0,103,5.107930516716488,0,0.0,4,8.0,0.0,0.0,0.0,2.0,13.0,13.0,8.0,0.0,7.0,0.0,4.0,0.0,6.0,9.0,8.0,4.0,3.0,3.0,10.0,0.0,6.0,1.0,2.0,4.0
267,FEDXDM3,M,FR,PR,3.0,CAS5,191,1.5403225806451613,0,124,6.170006910850034,0,0.0,1,6.0,0.0,0.0,0.0,3.0,9.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,12.0,13.0,10.0,3.0,11.0,11.0,10.0,4.0,10.0,0.0,8.0
268,FEDXDM4,M,FR,PR,3.0,CAS5,175,1.9444444444444444,0,90,4.472420076196787,0,0.0,5,6.6,0.0,0.0,0.0,3.0,12.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0,4.0,4.0,8.0,4.0,1.0,3.0,5.0,8.0,6.0,4.0,4.0,4.0
269,FEDXDM5,M,FR,PR,3.0,CAS5,157,3.204081632653061,0,49,2.437844635774403,0,0.0,10,7.1,0.0,0.0,0.0,4.0,9.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0
270,FEDXDM6,M,FR,PR,3.0,CAS5,168,1.5555555555555556,0,108,5.237915611359594,0,0.0,0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,10.0,2.0,6.0,8.0,9.0,8.0,1.0,7.0,6.0,7.0
271,FEDXDM7,M,FR,PR,3.0,CAS5,134,1.3267326732673268,0,101,5.655359059306612,0,0.0,0,0.0,0.0,0.0,0.0,5.0,8.0,10.0,7.0,1.0,5.0,2.0,4.0,1.0,4.0,8.0,8.0,3.0,9.0,1.0,10.0,7.0,6.0,2.0,0.0,0.0
272,FEDXDM8,M,FR,PR,3.0,CAS5,179,1.8842105263157896,0,95,4.655721636853712,0,0.0,5,6.4,0.0,0.0,0.0,4.0,8.0,9.0,0.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,9.0,9.0,4.0,5.0,5.0,6.0,2.0,5.0,2.0,4.0
273,FEDXDM9,M,FR,PR,3.0,CAS5,193,1.8737864077669903,0,103,5.044417538465725,0,0.0,3,8.333333333333334,0.0,0.0,0.0,5.0,9.0,8.0,7.0,1.0,2.0,0.0,1.0,1.0,4.0,5.0,10.0,9.0,3.0,6.0,6.0,7.0,5.0,0.0,6.0,8.0
274,FEDXDM10,M,FR,PR,3.0,CAS5,140,1.9444444444444444,0,72,3.508202046451194,0,0.0,2,6.0,0.0,0.0,0.0,4.0,6.0,7.0,2.0,1.0,0.0,4.0,0.0,1.0,2.0,3.0,7.0,5.0,5.0,4.0,6.0,2.0,0.0,5.0,2.0,6.0
275,FEDXDM1,M,FR,PR,3.0,SUC,32,1.032258064516129,0,31,1.5273025865608323,0,0.0,0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0
276,FEDXDM2,M,FR,PR,3.0,SUC,2,1.0,0,2,0.15445671993993348,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
277,FEDXDM3,M,FR,PR,3.0,SUC,20,1.1764705882352942,0,17,0.9629757839913143,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0
278,FEDXDM4,M,FR,PR,3.0,SUC,21,1.1666666666666667,0,18,0.8943111871704987,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0
279,FEDXDM5,M,FR,PR,3.0,SUC,16,1.1428571428571428,0,14,0.7116030836133623,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0
280,FEDXDM6,M,FR,PR,3.0,SUC,26,1.0833333333333333,0,24,1.2459801277706473,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0
281,FEDXDM7,M,FR,PR,3.0,SUC,18,1.0588235294117647,0,17,0.9666413949962093,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
282,FEDXDM8,M,FR,PR,3.0,SUC,14,1.0769230769230769,0,13,0.7084254185462142,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
283,FEDXDM9,M,FR,PR,3.0,SUC,10,1.0,0,10,0.5190685603056737,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
284,FEDXDM10,M,FR,PR,3.0,SUC,27,1.0384615384615385,0,26,1.4499488800074356,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0
285,FEDXDM1,M,CE,PR,4.0,CAS5,82,1.2058823529411764,0,68,3.5475176071645946,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0
286,FEDXDM2,M,CE,PR,4.0,CAS5,73,1.1774193548387097,0,62,3.2501383347409503,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,1.0,0.0,2.0,0.0,5.0,2.0,7.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0
287,FEDXDM3,M,CE,PR,4.0,CAS5,94,1.119047619047619,0,84,4.293624875763169,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,4.0,3.0,3.0,0.0,8.0,4.0,9.0,5.0,7.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0
288,FEDXDM4,M,CE,PR,4.0,CAS5,87,1.2083333333333333,0,72,3.7159692056255644,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,7.0,5.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
289,FEDXDM5,M,CE,PR,4.0,CAS5,71,1.290909090909091,0,55,2.857596443879981,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0
290,FEDXDM6,M,CE,PR,4.0,CAS5,73,1.1587301587301588,0,63,3.335245069925442,0,0.0,0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,3.0,2.0,0.0,1.0,6.0,0.0,2.0,7.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,0.0
291,FEDXDM7,M,CE,PR,4.0,CAS5,71,1.0441176470588236,0,68,3.45435816388446,0,0.0,0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,4.0,2.0,0.0,4.0,2.0,2.0,3.0,8.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0
292,FEDXDM8,M,CE,PR,4.0,CAS5,83,1.1066666666666667,0,75,3.718291238604126,0,0.0,0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,4.0,1.0,0.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0
293,FEDXDM9,M,CE,PR,4.0,CAS5,79,1.2153846153846153,0,65,3.2013571565381564,0,0.0,0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,3.0,2.0,1.0,0.0,3.0,2.0,4.0,6.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0
294,FEDXDM10,M,CE,PR,4.0,CAS5,62,1.1272727272727272,0,55,2.742496225604942,0,0.0,0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,4.0,6.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
295,FEDXDM1,M,CE,PR,4.0,SUC,62,1.087719298245614,0,57,2.89613707253045,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,3.0,2.0,3.0,3.0
296,FEDXDM2,M,CE,PR,4.0,SUC,50,1.0204081632653061,0,49,2.6956402145509557,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0
297,FEDXDM3,M,CE,PR,4.0,SUC,49,1.0,0,49,2.5353570196619524,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0
298,FEDXDM4,M,CE,PR,4.0,SUC,41,1.0789473684210527,0,38,2.0579165099661525,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0
299,FEDXDM5,M,CE,PR,4.0,SUC,46,1.069767441860465,0,43,2.2307082642841705,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0
300,FEDXDM6,M,CE,PR,4.0,SUC,50,1.0,0,50,2.7194440247771565,0,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0
301,FEDXDM7,M,CE,PR,4.0,SUC,37,1.0,0,37,1.8724959583889786,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0
302,FEDXDM8,M,CE,PR,4.0,SUC,58,1.0175438596491229,0,57,2.923201846232745,0,0.0,0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
303,FEDXDM9,M,CE,PR,4.0,SUC,36,1.0,0,36,1.8078087293727072,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,6.0,3.0,3.0,1.0,3.0,1.0,2.0
304,FEDXDM10,M,CE,PR,4.0,SUC,41,1.0512820512820513,0,39,2.006115508816049,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0
305,FEDXDM11,M,FF,NR,0.0,MIX,238,2.2037037037037037,0,108,5.700963357233976,0,0.0,1,8.0,0.0,0.0,0.0,0.0,3.0,14.0,9.0,0.0,4.0,0.0,0.0,3.0,5.0,10.0,6.0,4.0,5.0,7.0,10.0,7.0,8.0,0.0,5.0,8.0
306,FEDXDM11,M,FR,NR,0.0,MIX,140,2.9166666666666665,0,48,2.373137403007622,0,0.0,9,8.666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,8.0,6.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0
307,FEDXDM12,M,FF,NR,0.0,MIX,226,2.3789473684210525,0,95,4.921429804869626,0,0.0,5,6.8,0.0,0.0,0.0,0.0,5.0,12.0,9.0,0.0,6.0,0.0,0.0,4.0,4.0,8.0,10.0,3.0,9.0,6.0,4.0,0.0,7.0,0.0,3.0,5.0
308,FEDXDM12,M,FR,NR,0.0,MIX,118,2.5106382978723403,0,47,2.3240800516462237,0,0.0,6,6.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,3.0,4.0,6.0,1.0,8.0,2.0,1.0,2.0,3.0,1.0
309,FEDXDM13,M,FF,NR,0.0,MIX,223,2.372340425531915,0,94,5.033991342248933,0,0.0,3,7.666666666666667,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,3.0,0.0,2.0,5.0,8.0,9.0,11.0,10.0,7.0,7.0,7.0,3.0,0.0,5.0,8.0
310,FEDXDM13,M,FR,NR,0.0,MIX,151,2.5166666666666666,0,60,2.9613786862995104,0,0.0,6,8.666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,5.0,0.0,3.0,5.0
311,FEDXDM14,M,FF,NR,0.0,MIX,289,2.8333333333333335,0,102,5.861413954379301,0,0.0,13,7.3076923076923075,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,5.0,5.0,1.0,7.0,8.0,9.0,12.0,10.0,0.0,0.0,12.0,0.0,0.0,3.0,4.0
312,FEDXDM14,M,FR,NR,0.0,MIX,99,2.75,0,36,1.799025527839087,0,0.0,5,7.8,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,8.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0
313,FEDXDM15,M,FF,NR,0.0,MIX,247,3.0121951219512195,0,82,4.516731184111878,0,0.0,10,7.8,0.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,7.0,10.0,9.0,8.0,2.0,3.0,9.0,0.0,2.0,3.0,3.0
314,FEDXDM15,M,FR,NR,0.0,MIX,123,2.7954545454545454,0,44,2.456423298802804,0,0.0,6,9.166666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,6.0,3.0,3.0,0.0,5.0,2.0,0.0,3.0,2.0,5.0
315,FEDXDM16,M,FF,NR,0.0,MIX,334,3.0642201834862384,0,109,5.782578582059859,0,0.0,15,8.6,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,5.0,0.0,3.0,3.0,3.0,8.0,10.0,10.0,8.0,13.0,9.0,2.0,5.0,5.0,2.0,6.0
316,FEDXDM16,M,FR,NR,0.0,MIX,110,2.682926829268293,0,41,2.0492884415133634,0,0.0,6,7.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,9.0,2.0,4.0,4.0,5.0,0.0,1.0,1.0,1.0,4.0
317,FEDXDM17,M,FF,NR,0.0,MIX,223,2.5632183908045976,0,87,4.751718173956578,0,0.0,5,6.8,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,6.0,0.0,4.0,1.0,6.0,5.0,7.0,7.0,9.0,9.0,2.0,0.0,2.0,7.0,2.0,6.0
318,FEDXDM17,M,FR,NR,0.0,MIX,131,3.046511627906977,0,43,2.1448761292467995,0,0.0,7,8.857142857142858,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0
319,FEDXDM18,M,FF,NR,0.0,MIX,214,2.183673469387755,0,98,5.503385018563005,0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,6.0,0.0,4.0,6.0,7.0,14.0,8.0,12.0,6.0,6.0,0.0,7.0,3.0,1.0,4.0
