MOUSE ID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,GROUP_KEY,MEAL_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,HOURLY_MEALS,TOTAL_PELLETS,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
FEDXDF10,F,PR,3.0,,FEDXDF10_F_PR_3.0,1.2936507936507937,126,5.961518242035538,"[6.0, 2.0, 0.0, 0.0, 6.0, 10.0, 1.0, 0.0, 0.0, 3.0, 0.0, 5.0, 9.0, 6.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 9.0, 8.0, 10.0]",163,6.0,2.0,0.0,0.0,6.0,10.0,1.0,0.0,0.0,3.0,0.0,5.0,9.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,9.0,8.0,10.0
FEDXDF10,F,PR,4.0,,FEDXDF10_F_PR_4.0,1.0707070707070707,99,4.361286848835643,"[4.0, 5.0, 0.0, 3.0, 5.0, 8.0, 2.0, 0.0, 0.0, 5.0, 0.0, 6.0, 9.0, 6.0, 6.0, 7.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0]",106,4.0,5.0,0.0,3.0,5.0,8.0,2.0,0.0,0.0,5.0,0.0,6.0,9.0,6.0,6.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
FEDXDF11,F,NR,1.0,,FEDXDF11_F_NR_1.0,2.1538461538461537,78,3.3156999811071226,"[2.0, 3.0, 5.0, 3.0, 5.0, 5.0, 0.0, 0.0, 4.0, 0.0, 3.0, 2.0, 4.0, 8.0, 3.0, 5.0, 1.0, 7.0, 5.0, 5.0, 0.0, 0.0, 6.0, 2.0]",168,2.0,3.0,5.0,3.0,5.0,5.0,0.0,0.0,4.0,0.0,3.0,2.0,4.0,8.0,3.0,5.0,1.0,7.0,5.0,5.0,0.0,0.0,6.0,2.0
FEDXDF11,F,NR,2.0,,FEDXDF11_F_NR_2.0,2.141025641025641,78,3.45519201663611,"[5.0, 5.0, 0.0, 4.0, 5.0, 5.0, 0.0, 0.0, 6.0, 0.0, 1.0, 5.0, 3.0, 5.0, 8.0, 5.0, 0.0, 6.0, 6.0, 2.0, 3.0, 0.0, 1.0, 3.0]",167,5.0,5.0,0.0,4.0,5.0,5.0,0.0,0.0,6.0,0.0,1.0,5.0,3.0,5.0,8.0,5.0,0.0,6.0,6.0,2.0,3.0,0.0,1.0,3.0
FEDXDF11,F,NR,3.0,,FEDXDF11_F_NR_3.0,1.7173913043478262,92,4.100735457989749,"[4.0, 0.0, 9.0, 0.0, 5.0, 9.0, 0.0, 4.0, 1.0, 3.0, 4.0, 2.0, 7.0, 10.0, 7.0, 5.0, 0.0, 6.0, 7.0, 0.0, 1.0, 4.0, 1.0, 3.0]",158,4.0,0.0,9.0,0.0,5.0,9.0,0.0,4.0,1.0,3.0,4.0,2.0,7.0,10.0,7.0,5.0,0.0,6.0,7.0,0.0,1.0,4.0,1.0,3.0
FEDXDF11,F,NR,4.0,,FEDXDF11_F_NR_4.0,1.28,100,4.3772722298554285,"[6.0, 8.0, 7.0, 4.0, 0.0, 8.0, 4.0, 0.0, 6.0, 0.0, 1.0, 2.0, 5.0, 10.0, 6.0, 6.0, 0.0, 6.0, 6.0, 6.0, 0.0, 6.0, 0.0, 3.0]",128,6.0,8.0,7.0,4.0,0.0,8.0,4.0,0.0,6.0,0.0,1.0,2.0,5.0,10.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,3.0
FEDXDF12,F,NR,1.0,,FEDXDF12_F_NR_1.0,1.7623762376237624,101,4.291024960169941,"[5.0, 1.0, 5.0, 9.0, 9.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0, 3.0, 6.0, 7.0, 6.0, 5.0, 7.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 3.0]",178,5.0,1.0,5.0,9.0,9.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,7.0,6.0,5.0,7.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0
FEDXDF12,F,NR,2.0,,FEDXDF12_F_NR_2.0,1.6140350877192982,114,5.148534725010037,"[5.0, 3.0, 0.0, 8.0, 14.0, 7.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 2.0, 8.0, 7.0, 8.0, 7.0, 7.0, 6.0, 6.0, 5.0, 7.0, 4.0, 3.0]",184,5.0,3.0,0.0,8.0,14.0,7.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,7.0,4.0,3.0
FEDXDF12,F,NR,3.0,,FEDXDF12_F_NR_3.0,1.525,120,5.739109640907098,"[7.0, 0.0, 0.0, 1.0, 10.0, 9.0, 2.0, 1.0, 0.0, 1.0, 5.0, 3.0, 8.0, 9.0, 7.0, 9.0, 11.0, 9.0, 8.0, 6.0, 11.0, 3.0, 0.0, 0.0]",183,7.0,0.0,0.0,1.0,10.0,9.0,2.0,1.0,0.0,1.0,5.0,3.0,8.0,9.0,7.0,9.0,11.0,9.0,8.0,6.0,11.0,3.0,0.0,0.0
FEDXDF12,F,NR,4.0,,FEDXDF12_F_NR_4.0,1.1354166666666667,96,4.199832298363087,"[3.0, 3.0, 6.0, 5.0, 2.0, 9.0, 1.0, 0.0, 0.0, 0.0, 1.0, 7.0, 2.0, 11.0, 6.0, 0.0, 7.0, 7.0, 5.0, 6.0, 4.0, 4.0, 3.0, 4.0]",109,3.0,3.0,6.0,5.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,11.0,6.0,0.0,7.0,7.0,5.0,6.0,4.0,4.0,3.0,4.0
FEDXDF13,F,NR,1.0,,FEDXDF13_F_NR_1.0,1.4587155963302751,109,4.722987855517976,"[7.0, 4.0, 2.0, 6.0, 11.0, 1.0, 0.0, 3.0, 0.0, 0.0, 6.0, 0.0, 6.0, 9.0, 9.0, 7.0, 0.0, 7.0, 11.0, 9.0, 7.0, 0.0, 0.0, 4.0]",159,7.0,4.0,2.0,6.0,11.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,6.0,9.0,9.0,7.0,0.0,7.0,11.0,9.0,7.0,0.0,0.0,4.0
FEDXDF13,F,NR,2.0,,FEDXDF13_F_NR_2.0,1.4363636363636363,110,4.897474585075069,"[6.0, 11.0, 0.0, 3.0, 8.0, 5.0, 0.0, 0.0, 3.0, 0.0, 0.0, 5.0, 4.0, 11.0, 2.0, 5.0, 9.0, 10.0, 0.0, 7.0, 8.0, 6.0, 0.0, 7.0]",158,6.0,11.0,0.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,11.0,2.0,5.0,9.0,10.0,0.0,7.0,8.0,6.0,0.0,7.0
FEDXDF13,F,NR,3.0,,FEDXDF13_F_NR_3.0,1.2254901960784315,102,4.517271922054916,"[9.0, 0.0, 8.0, 5.0, 3.0, 6.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 4.0, 8.0, 9.0, 0.0, 8.0, 6.0, 0.0, 10.0, 9.0, 0.0, 1.0, 9.0]",125,9.0,0.0,8.0,5.0,3.0,6.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,8.0,9.0,0.0,8.0,6.0,0.0,10.0,9.0,0.0,1.0,9.0
FEDXDF13,F,NR,4.0,,FEDXDF13_F_NR_4.0,1.0909090909090908,99,4.335397228946441,"[10.0, 6.0, 5.0, 5.0, 0.0, 6.0, 2.0, 0.0, 0.0, 0.0, 6.0, 0.0, 7.0, 10.0, 5.0, 0.0, 8.0, 8.0, 4.0, 0.0, 9.0, 1.0, 0.0, 7.0]",108,10.0,6.0,5.0,5.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,7.0,10.0,5.0,0.0,8.0,8.0,4.0,0.0,9.0,1.0,0.0,7.0
FEDXDF14,F,NR,1.0,,FEDXDF14_F_NR_1.0,1.536764705882353,136,5.6537102473498235,"[9.0, 5.0, 7.0, 9.0, 10.0, 9.0, 4.0, 0.0, 0.0, 5.0, 0.0, 4.0, 10.0, 8.0, 5.0, 8.0, 7.0, 8.0, 10.0, 8.0, 2.0, 1.0, 1.0, 6.0]",209,9.0,5.0,7.0,9.0,10.0,9.0,4.0,0.0,0.0,5.0,0.0,4.0,10.0,8.0,5.0,8.0,7.0,8.0,10.0,8.0,2.0,1.0,1.0,6.0
FEDXDF14,F,NR,2.0,,FEDXDF14_F_NR_2.0,1.7735849056603774,106,4.723239924745024,"[6.0, 6.0, 0.0, 3.0, 10.0, 9.0, 0.0, 0.0, 7.0, 0.0, 2.0, 4.0, 6.0, 11.0, 6.0, 1.0, 2.0, 5.0, 10.0, 9.0, 1.0, 1.0, 0.0, 7.0]",188,6.0,6.0,0.0,3.0,10.0,9.0,0.0,0.0,7.0,0.0,2.0,4.0,6.0,11.0,6.0,1.0,2.0,5.0,10.0,9.0,1.0,1.0,0.0,7.0
FEDXDF14,F,NR,3.0,,FEDXDF14_F_NR_3.0,1.3277310924369747,119,5.251415822893428,"[6.0, 4.0, 11.0, 4.0, 5.0, 11.0, 4.0, 3.0, 0.0, 0.0, 6.0, 3.0, 7.0, 10.0, 12.0, 9.0, 0.0, 0.0, 2.0, 5.0, 9.0, 0.0, 0.0, 8.0]",158,6.0,4.0,11.0,4.0,5.0,11.0,4.0,3.0,0.0,0.0,6.0,3.0,7.0,10.0,12.0,9.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,8.0
FEDXDF14,F,NR,4.0,,FEDXDF14_F_NR_4.0,1.1544715447154472,123,5.347955264619919,"[2.0, 4.0, 12.0, 7.0, 1.0, 11.0, 10.0, 0.0, 0.0, 0.0, 7.0, 4.0, 9.0, 15.0, 4.0, 6.0, 0.0, 3.0, 11.0, 1.0, 1.0, 9.0, 1.0, 5.0]",142,2.0,4.0,12.0,7.0,1.0,11.0,10.0,0.0,0.0,0.0,7.0,4.0,9.0,15.0,4.0,6.0,0.0,3.0,11.0,1.0,1.0,9.0,1.0,5.0
FEDXDF15,F,NR,1.0,,FEDXDF15_F_NR_1.0,1.4507042253521127,142,6.006768189509306,"[6.0, 10.0, 6.0, 8.0, 10.0, 10.0, 7.0, 0.0, 2.0, 1.0, 6.0, 2.0, 8.0, 9.0, 5.0, 8.0, 10.0, 6.0, 8.0, 9.0, 8.0, 1.0, 0.0, 2.0]",206,6.0,10.0,6.0,8.0,10.0,10.0,7.0,0.0,2.0,1.0,6.0,2.0,8.0,9.0,5.0,8.0,10.0,6.0,8.0,9.0,8.0,1.0,0.0,2.0
FEDXDF15,F,NR,2.0,,FEDXDF15_F_NR_2.0,1.7301587301587302,126,5.753205737985617,"[9.0, 1.0, 0.0, 4.0, 9.0, 9.0, 4.0, 0.0, 0.0, 3.0, 2.0, 5.0, 7.0, 12.0, 8.0, 12.0, 9.0, 8.0, 2.0, 5.0, 3.0, 5.0, 4.0, 5.0]",218,9.0,1.0,0.0,4.0,9.0,9.0,4.0,0.0,0.0,3.0,2.0,5.0,7.0,12.0,8.0,12.0,9.0,8.0,2.0,5.0,3.0,5.0,4.0,5.0
FEDXDF15,F,NR,3.0,,FEDXDF15_F_NR_3.0,1.376,125,5.532809560694921,"[6.0, 0.0, 7.0, 4.0, 5.0, 11.0, 11.0, 0.0, 0.0, 1.0, 6.0, 2.0, 8.0, 10.0, 11.0, 6.0, 0.0, 2.0, 9.0, 8.0, 12.0, 1.0, 0.0, 5.0]",172,6.0,0.0,7.0,4.0,5.0,11.0,11.0,0.0,0.0,1.0,6.0,2.0,8.0,10.0,11.0,6.0,0.0,2.0,9.0,8.0,12.0,1.0,0.0,5.0
FEDXDF15,F,NR,4.0,,FEDXDF15_F_NR_4.0,1.0775193798449612,129,5.637016896484754,"[1.0, 8.0, 7.0, 7.0, 0.0, 9.0, 9.0, 8.0, 0.0, 0.0, 4.0, 2.0, 6.0, 11.0, 9.0, 8.0, 6.0, 7.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0]",139,1.0,8.0,7.0,7.0,0.0,9.0,9.0,8.0,0.0,0.0,4.0,2.0,6.0,11.0,9.0,8.0,6.0,7.0,5.0,5.0,5.0,5.0,3.0,4.0
FEDXDF16,F,NR,1.0,,FEDXDF16_F_NR_1.0,1.8125,112,4.781670263988046,"[7.0, 0.0, 4.0, 8.0, 7.0, 8.0, 0.0, 0.0, 5.0, 0.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 5.0, 5.0, 9.0]",203,7.0,0.0,4.0,8.0,7.0,8.0,0.0,0.0,5.0,0.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,9.0
FEDXDF16,F,NR,2.0,,FEDXDF16_F_NR_2.0,1.7766990291262137,103,4.3562541853170265,"[6.0, 6.0, 2.0, 7.0, 8.0, 3.0, 0.0, 0.0, 0.0, 6.0, 0.0, 1.0, 5.0, 7.0, 7.0, 4.0, 7.0, 4.0, 4.0, 8.0, 4.0, 4.0, 4.0, 6.0]",183,6.0,6.0,2.0,7.0,8.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,7.0,7.0,4.0,7.0,4.0,4.0,8.0,4.0,4.0,4.0,6.0
FEDXDF16,F,NR,3.0,,FEDXDF16_F_NR_3.0,1.360655737704918,122,5.44872590129767,"[9.0, 4.0, 2.0, 0.0, 14.0, 5.0, 2.0, 0.0, 2.0, 0.0, 4.0, 2.0, 5.0, 10.0, 7.0, 6.0, 3.0, 2.0, 7.0, 8.0, 7.0, 6.0, 9.0, 8.0]",166,9.0,4.0,2.0,0.0,14.0,5.0,2.0,0.0,2.0,0.0,4.0,2.0,5.0,10.0,7.0,6.0,3.0,2.0,7.0,8.0,7.0,6.0,9.0,8.0
FEDXDF16,F,NR,4.0,,FEDXDF16_F_NR_4.0,1.0887096774193548,124,5.437139168351563,"[5.0, 1.0, 0.0, 6.0, 5.0, 9.0, 5.0, 0.0, 0.0, 1.0, 1.0, 1.0, 8.0, 9.0, 9.0, 8.0, 5.0, 7.0, 7.0, 7.0, 4.0, 11.0, 8.0, 7.0]",135,5.0,1.0,0.0,6.0,5.0,9.0,5.0,0.0,0.0,1.0,1.0,1.0,8.0,9.0,9.0,8.0,5.0,7.0,7.0,7.0,4.0,11.0,8.0,7.0
FEDXDF17,F,NR,1.0,,FEDXDF17_F_NR_1.0,1.6403508771929824,114,4.992032696354503,"[6.0, 3.0, 1.0, 4.0, 8.0, 6.0, 8.0, 2.0, 0.0, 0.0, 2.0, 4.0, 4.0, 7.0, 9.0, 7.0, 0.0, 10.0, 6.0, 6.0, 6.0, 7.0, 5.0, 3.0]",187,6.0,3.0,1.0,4.0,8.0,6.0,8.0,2.0,0.0,0.0,2.0,4.0,4.0,7.0,9.0,7.0,0.0,10.0,6.0,6.0,6.0,7.0,5.0,3.0
FEDXDF17,F,NR,2.0,,FEDXDF17_F_NR_2.0,1.911764705882353,102,4.32239002742693,"[3.0, 0.0, 2.0, 7.0, 7.0, 7.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 5.0, 8.0, 7.0, 8.0, 6.0, 8.0, 5.0, 4.0, 4.0, 4.0, 3.0, 7.0]",195,3.0,0.0,2.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,8.0,7.0,8.0,6.0,8.0,5.0,4.0,4.0,4.0,3.0,7.0
FEDXDF17,F,NR,3.0,,FEDXDF17_F_NR_3.0,1.504201680672269,119,5.392817130125002,"[6.0, 7.0, 4.0, 0.0, 6.0, 7.0, 5.0, 0.0, 0.0, 5.0, 0.0, 2.0, 8.0, 10.0, 7.0, 4.0, 4.0, 10.0, 9.0, 9.0, 9.0, 5.0, 0.0, 2.0]",179,6.0,7.0,4.0,0.0,6.0,7.0,5.0,0.0,0.0,5.0,0.0,2.0,8.0,10.0,7.0,4.0,4.0,10.0,9.0,9.0,9.0,5.0,0.0,2.0
FEDXDF17,F,NR,4.0,,FEDXDF17_F_NR_4.0,1.1810344827586208,116,5.1566378128743064,"[5.0, 2.0, 0.0, 1.0, 2.0, 7.0, 7.0, 1.0, 0.0, 0.0, 6.0, 1.0, 8.0, 12.0, 7.0, 3.0, 9.0, 5.0, 0.0, 11.0, 11.0, 8.0, 7.0, 3.0]",137,5.0,2.0,0.0,1.0,2.0,7.0,7.0,1.0,0.0,0.0,6.0,1.0,8.0,12.0,7.0,3.0,9.0,5.0,0.0,11.0,11.0,8.0,7.0,3.0
FEDXDF18,F,NR,1.0,,FEDXDF18_F_NR_1.0,1.3178807947019868,151,6.474280337767826,"[9.0, 6.0, 5.0, 8.0, 9.0, 9.0, 3.0, 0.0, 6.0, 0.0, 0.0, 9.0, 5.0, 8.0, 8.0, 11.0, 3.0, 2.0, 8.0, 9.0, 13.0, 9.0, 5.0, 6.0]",199,9.0,6.0,5.0,8.0,9.0,9.0,3.0,0.0,6.0,0.0,0.0,9.0,5.0,8.0,8.0,11.0,3.0,2.0,8.0,9.0,13.0,9.0,5.0,6.0
FEDXDF18,F,NR,2.0,,FEDXDF18_F_NR_2.0,1.28,150,6.35204441725874,"[12.0, 5.0, 3.0, 13.0, 5.0, 0.0, 0.0, 11.0, 1.0, 0.0, 8.0, 1.0, 5.0, 10.0, 13.0, 11.0, 1.0, 10.0, 9.0, 13.0, 1.0, 10.0, 5.0, 3.0]",192,12.0,5.0,3.0,13.0,5.0,0.0,0.0,11.0,1.0,0.0,8.0,1.0,5.0,10.0,13.0,11.0,1.0,10.0,9.0,13.0,1.0,10.0,5.0,3.0
FEDXDF18,F,NR,3.0,,FEDXDF18_F_NR_3.0,1.1890243902439024,164,7.38166087369658,"[11.0, 4.0, 5.0, 0.0, 12.0, 11.0, 2.0, 0.0, 3.0, 3.0, 0.0, 7.0, 10.0, 13.0, 11.0, 12.0, 1.0, 12.0, 10.0, 13.0, 1.0, 10.0, 6.0, 7.0]",195,11.0,4.0,5.0,0.0,12.0,11.0,2.0,0.0,3.0,3.0,0.0,7.0,10.0,13.0,11.0,12.0,1.0,12.0,10.0,13.0,1.0,10.0,6.0,7.0
FEDXDF18,F,NR,4.0,,FEDXDF18_F_NR_4.0,1.0413793103448277,145,6.368416557883051,"[8.0, 5.0, 0.0, 7.0, 5.0, 11.0, 4.0, 0.0, 0.0, 2.0, 4.0, 4.0, 7.0, 9.0, 11.0, 10.0, 8.0, 5.0, 4.0, 15.0, 10.0, 8.0, 6.0, 2.0]",151,8.0,5.0,0.0,7.0,5.0,11.0,4.0,0.0,0.0,2.0,4.0,4.0,7.0,9.0,11.0,10.0,8.0,5.0,4.0,15.0,10.0,8.0,6.0,2.0
FEDXDF19,F,NR,1.0,,FEDXDF19_F_NR_1.0,1.796116504854369,103,4.420969799577933,"[3.0, 5.0, 1.0, 6.0, 8.0, 6.0, 4.0, 2.0, 2.0, 5.0, 0.0, 2.0, 6.0, 6.0, 5.0, 8.0, 5.0, 5.0, 3.0, 7.0, 7.0, 2.0, 0.0, 5.0]",185,3.0,5.0,1.0,6.0,8.0,6.0,4.0,2.0,2.0,5.0,0.0,2.0,6.0,6.0,5.0,8.0,5.0,5.0,3.0,7.0,7.0,2.0,0.0,5.0
FEDXDF19,F,NR,2.0,,FEDXDF19_F_NR_2.0,1.9886363636363635,88,3.7345278792879877,"[3.0, 0.0, 2.0, 6.0, 4.0, 3.0, 2.0, 2.0, 0.0, 5.0, 0.0, 2.0, 7.0, 3.0, 6.0, 9.0, 7.0, 8.0, 2.0, 5.0, 6.0, 4.0, 0.0, 2.0]",175,3.0,0.0,2.0,6.0,4.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,7.0,3.0,6.0,9.0,7.0,8.0,2.0,5.0,6.0,4.0,0.0,2.0
FEDXDF19,F,NR,3.0,,FEDXDF19_F_NR_3.0,1.5,116,5.225682930186578,"[5.0, 0.0, 6.0, 0.0, 11.0, 2.0, 3.0, 4.0, 0.0, 3.0, 2.0, 6.0, 6.0, 10.0, 7.0, 7.0, 9.0, 9.0, 7.0, 7.0, 2.0, 0.0, 6.0, 4.0]",174,5.0,0.0,6.0,0.0,11.0,2.0,3.0,4.0,0.0,3.0,2.0,6.0,6.0,10.0,7.0,7.0,9.0,9.0,7.0,7.0,2.0,0.0,6.0,4.0
FEDXDF19,F,NR,4.0,,FEDXDF19_F_NR_4.0,1.2142857142857142,126,5.669503918407139,"[9.0, 7.0, 2.0, 5.0, 0.0, 6.0, 6.0, 0.0, 0.0, 4.0, 2.0, 2.0, 8.0, 10.0, 11.0, 7.0, 9.0, 3.0, 4.0, 9.0, 12.0, 9.0, 0.0, 1.0]",153,9.0,7.0,2.0,5.0,0.0,6.0,6.0,0.0,0.0,4.0,2.0,2.0,8.0,10.0,11.0,7.0,9.0,3.0,4.0,9.0,12.0,9.0,0.0,1.0
FEDXDF20,F,NR,1.0,,FEDXDF20_F_NR_1.0,1.6434782608695653,115,4.93438695605535,"[7.0, 4.0, 4.0, 7.0, 11.0, 7.0, 0.0, 0.0, 0.0, 4.0, 2.0, 3.0, 4.0, 8.0, 8.0, 6.0, 8.0, 8.0, 5.0, 9.0, 7.0, 0.0, 0.0, 3.0]",189,7.0,4.0,4.0,7.0,11.0,7.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,8.0,8.0,6.0,8.0,8.0,5.0,9.0,7.0,0.0,0.0,3.0
