MOUSEID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,COUNT,MEAL_SIZE,SNACK_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,NUMBER_OF_SNACKS,SNACK_FREQUENCY,HOURLY_MEALS
FEDXDF6,F,PR,3.0,CAS5,205,0.0,1.5648854961832062,0,0.0,131,6.206079747335175,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF7,F,PR,3.0,CAS5,173,0.0,1.2013888888888888,0,0.0,144,6.431841586123897,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF8,F,PR,3.0,CAS5,134,0.0,1.4105263157894736,0,0.0,95,4.746308426779171,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF9,F,PR,3.0,CAS5,186,5.0,1.2836879432624113,1,0.0448257399359988,141,6.3204293309758315,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF10,F,PR,3.0,CAS5,98,0.0,1.3424657534246576,0,0.0,73,3.453895489433288,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF1,F,PR,3.0,SUC,21,0.0,1.1666666666666667,0,0.0,18,0.8925865726328548,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF2,F,PR,3.0,SUC,33,0.0,1.03125,0,0.0,32,1.4525097401369294,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF3,F,PR,3.0,SUC,36,0.0,1.0588235294117647,0,0.0,34,1.5112790310034447,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF4,F,PR,3.0,SUC,27,0.0,1.0384615384615385,0,0.0,26,1.182519929756295,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF5,F,PR,3.0,SUC,45,0.0,1.25,0,0.0,36,1.6118601064623652,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF6,F,PR,3.0,SUC,33,0.0,1.1785714285714286,0,0.0,28,1.3471433344470432,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF7,F,PR,3.0,SUC,19,0.0,1.0,0,0.0,19,0.8621015616137936,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF8,F,PR,3.0,SUC,25,0.0,1.0869565217391304,0,0.0,23,1.1757021554539515,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF9,F,PR,3.0,SUC,22,0.0,1.0476190476190477,0,0.0,21,0.9738377709935465,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF10,F,PR,3.0,SUC,65,0.0,1.0833333333333333,0,0.0,60,2.893929447071906,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF1,F,PR,4.0,CAS5,66,0.0,1.064516129032258,0,0.0,62,2.7166504381694256,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF2,F,PR,4.0,CAS5,77,0.0,1.1,0,0.0,70,3.05877212147695,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF3,F,PR,4.0,CAS5,63,0.0,1.0862068965517242,0,0.0,58,2.558133836465659,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF4,F,PR,4.0,CAS5,80,0.0,1.1940298507462686,0,0.0,67,2.9462060878487324,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF5,F,PR,4.0,CAS5,55,0.0,1.0784313725490196,0,0.0,51,2.2946271230924973,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF6,F,PR,4.0,CAS5,58,0.0,1.0545454545454545,0,0.0,55,2.500410420902421,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF7,F,PR,4.0,CAS5,79,0.0,1.0394736842105263,0,0.0,76,3.3540920904231846,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF8,F,PR,4.0,CAS5,63,0.0,1.05,0,0.0,60,2.6929982046678633,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF9,F,PR,4.0,CAS5,80,0.0,1.0389610389610389,0,0.0,77,3.387427901065598,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF10,F,PR,4.0,CAS5,54,0.0,1.0,0,0.0,54,2.378883735728533,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF1,F,PR,4.0,SUC,33,0.0,1.0,0,0.0,33,1.4720824762707245,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF2,F,PR,4.0,SUC,47,0.0,1.0,0,0.0,47,2.091419247979036,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF3,F,PR,4.0,SUC,48,0.0,1.0,0,0.0,48,2.146770526629645,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF4,F,PR,4.0,SUC,43,0.0,1.0238095238095237,0,0.0,42,1.8586583731822148,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF5,F,PR,4.0,SUC,48,0.0,1.0212765957446808,0,0.0,47,2.1245871997388215,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF6,F,PR,4.0,SUC,39,0.0,1.0263157894736843,0,0.0,38,1.7428527748050755,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF7,F,PR,4.0,SUC,48,0.0,1.0212765957446808,0,0.0,47,2.1564029363784663,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF8,F,PR,4.0,SUC,41,0.0,1.0,0,0.0,41,1.898587636026858,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF9,F,PR,4.0,SUC,46,0.0,1.0,0,0.0,46,2.2420796100731115,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF10,F,PR,4.0,SUC,52,0.0,1.0196078431372548,0,0.0,51,2.2561657470784127,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF11,F,NR,0.0,MIX,240,9.1,2.6363636363636362,20,0.909515809153266,22,1.0004673900685925,"[1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
FEDXDF11,F,NR,0.0,MIX,319,9.458333333333334,1.84,24,0.4968115508685576,50,1.035024064309495,"[2.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 4.0, 2.0, 3.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0]"
FEDXDF12,F,NR,0.0,MIX,271,6.380952380952381,2.140625,21,0.9043494904062396,64,2.756112732666635,"[1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0]"
FEDXDF12,F,NR,0.0,MIX,304,6.0,1.8032786885245902,14,0.325062722916277,122,2.832689442556128,"[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0]"
FEDXDF13,F,NR,0.0,MIX,258,6.2,1.9739130434782608,5,0.21478175786936496,115,4.939980430995394,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
FEDXDF13,F,NR,0.0,MIX,340,6.5,1.679144385026738,4,0.08501041967991216,187,3.9742371200358937,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF14,F,NR,0.0,MIX,1,0.0,1.0,0,0.0,1,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF14,F,NR,0.0,MIX,164,5.9,1.9090909090909092,10,0.5531483359454227,55,3.042315847699825,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
FEDXDF14,F,NR,0.0,MIX,206,6.363636363636363,1.6790123456790123,11,0.44383174741938736,81,3.2682155946336704,"[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
FEDXDF15,F,NR,0.0,MIX,145,6.25,1.8421052631578947,12,0.5023606298113822,38,1.590808661069377,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 0.0, 2.0]"
FEDXDF15,F,NR,0.0,MIX,272,7.1,2.0721649484536084,10,0.4320380193457024,97,4.1907687876533135,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
FEDXDF15,F,NR,0.0,MIX,175,5.4,1.85,5,0.20452221338484264,80,3.272355414157482,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF16,F,NR,0.0,MIX,256,5.666666666666667,1.4573170731707317,3,0.1290800654961814,164,7.056376913791249,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF16,F,NR,0.0,MIX,307,5.909090909090909,1.704225352112676,11,0.2286215735630326,142,2.9512966769046023,"[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 2.0]"
FEDXDF17,F,NR,0.0,MIX,81,6.0,1.6451612903225807,5,0.29163493786555633,31,1.8081366147664493,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 1.0]"
FEDXDF17,F,NR,0.0,MIX,271,5.875,2.0113636363636362,16,0.6852492951211678,88,3.768871123166423,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 1.0, 0.0]"
FEDXDF17,F,NR,0.0,MIX,229,6.0,1.9863013698630136,14,0.5688551789523584,73,2.966173433108726,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 0.0]"
FEDXDF18,F,NR,0.0,MIX,244,6.5,1.7301587301587302,4,0.1702429508778152,126,5.362652952651179,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF18,F,NR,0.0,MIX,288,6.0476190476190474,1.9634146341463414,21,0.4345701721610669,82,1.6968930532003565,"[0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 2.0]"
FEDXDF19,F,NR,0.0,MIX,278,6.6923076923076925,2.053763440860215,13,0.552434014826007,93,3.952027952216819,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]"
FEDXDF19,F,NR,0.0,MIX,312,6.125,1.829059829059829,16,0.3308443423319931,117,2.4192992533027,"[3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 0.0]"
FEDXDF20,F,NR,0.0,MIX,305,7.444444444444445,1.75,9,0.3946791404765385,136,5.9640403449788035,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF20,F,NR,0.0,MIX,283,7.5,1.7070063694267517,2,0.04613107632771004,157,3.6212894917252383,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF11,F,NR,1.0,CAS20,95,5.5,2.1538461538461537,2,0.08798944126704797,39,1.7157941047074354,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF12,F,NR,1.0,CAS20,128,5.666666666666667,1.6567164179104477,3,0.12745618693574085,67,2.8465215082315454,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF13,F,NR,1.0,CAS20,119,0.0,1.5454545454545454,0,0.0,77,3.336422613531047,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF14,F,NR,1.0,CAS20,114,5.0,1.4533333333333334,1,0.04157139887757223,75,3.1178549158179174,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF15,F,NR,1.0,CAS20,136,0.0,1.4166666666666667,0,0.0,96,4.1245972073039745,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF16,F,NR,1.0,CAS20,144,5.5,1.7428571428571429,4,0.17149594483547106,70,3.0011790346207436,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
FEDXDF17,F,NR,1.0,CAS20,72,0.0,1.6,0,0.0,45,2.128694006806565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF18,F,NR,1.0,CAS20,92,0.0,1.4153846153846155,0,0.0,65,2.8037719119567694,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
FEDXDF19,F,NR,1.0,CAS20,130,0.0,1.911764705882353,0,0.0,68,2.918698508459218,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
