,MOUSEID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,COUNT,MEAL_SIZE,SNACK_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,NUMBER_OF_SNACKS,SNACK_FREQUENCY,NUMBER_OF_MEGA_MEALS,AVERAGE_MEGA_MEAL_SIZE,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
319,FEDXDM18,M,NR,0.0,MIX,254,2.8636363636363638,1.0,22,0.9968031817152062,7,0.3171646487275656,27,6.814814814814815,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
320,FEDXDM18,M,NR,0.0,MIX,267,2.619047619047619,1.0,21,0.46796078042983064,17,0.3788253936812915,28,6.964285714285714,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
321,FEDXDM19,M,NR,0.0,MIX,263,3.0689655172413794,1.0,29,1.3173834039975774,6,0.27256208358570566,21,8.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0
322,FEDXDM19,M,NR,0.0,MIX,362,2.6666666666666665,1.0,30,0.6417989386547182,28,0.5990123427444036,32,7.9375,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
323,FEDXDM20,M,NR,0.0,MIX,234,2.730769230769231,1.0,26,1.175037975319181,14,0.6327127559410974,17,8.764705882352942,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0
324,FEDXDM20,M,NR,0.0,MIX,310,2.813953488372093,1.0,43,0.9569082221164487,31,0.6898640671072072,22,7.181818181818182,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,5.0,6.0,6.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0
325,FEDXDM11,M,NR,1.0,CAS20,84,2.8,1.0,10,0.48140570465760024,10,0.48140570465760024,7,6.571428571428571,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
326,FEDXDM12,M,NR,1.0,CAS20,105,2.5714285714285716,1.0,21,0.970873786407767,17,0.7859454461396209,6,5.666666666666667,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
327,FEDXDM13,M,NR,1.0,CAS20,115,2.625,1.0,32,1.553691365683921,19,0.9225042483748281,2,6.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,1.0
328,FEDXDM14,M,NR,1.0,CAS20,92,2.9,1.0,20,0.9168120407981358,12,0.5500872244788815,4,5.5,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0
329,FEDXDM15,M,NR,1.0,CAS20,84,2.5555555555555554,1.0,18,0.8011671323656685,19,0.8456764174970945,3,6.333333333333333,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
330,FEDXDM16,M,NR,1.0,CAS20,108,2.772727272727273,1.0,22,0.9864979323401922,19,0.8519754870210752,5,5.6,0.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
331,FEDXDM17,M,NR,1.0,CAS20,127,2.9583333333333335,1.0,24,1.0823405614641664,19,0.8568529444924651,5,7.4,2.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0
332,FEDXDM19,M,NR,1.0,CAS20,88,2.642857142857143,1.0,14,0.63533682936668,27,1.2252924566357402,4,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
333,FEDXDM20,M,NR,1.0,CAS20,78,2.3333333333333335,1.0,21,0.9518533440773569,18,0.8158742949234488,2,5.5,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
334,FEDXDM11,M,NR,1.0,CAS5,75,2.2,1.0,15,0.7231626312406257,16,0.7713734733233341,4,6.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
335,FEDXDM12,M,NR,1.0,CAS5,68,2.823529411764706,1.0,17,0.7979139504563233,15,0.7040417209908735,1,5.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
336,FEDXDM13,M,NR,1.0,CAS5,55,2.5,1.0,16,0.7154390758911937,15,0.6707241336479941,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
337,FEDXDM14,M,NR,1.0,CAS5,84,2.7058823529411766,1.0,17,0.8174168558835314,13,0.6250834780285828,4,6.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0
338,FEDXDM15,M,NR,1.0,CAS5,80,2.5789473684210527,1.0,19,0.9032445495001782,19,0.9032445495001782,2,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0
339,FEDXDM16,M,NR,1.0,CAS5,58,2.4705882352941178,1.0,17,0.7706934982180861,16,0.7253585865581987,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
340,FEDXDM17,M,NR,1.0,CAS5,58,2.125,1.0,8,0.3691219255860452,21,0.9689450546633686,3,6.666666666666667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,FEDXDM19,M,NR,1.0,CAS5,88,2.3043478260869565,1.0,23,1.041129650819198,35,1.5843277295074751,0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0
342,FEDXDM20,M,NR,1.0,CAS5,77,2.5,1.0,16,0.726896429878472,20,0.90862053734809,3,5.666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
343,FEDXDM11,M,NR,2.0,CAS20,99,2.8666666666666667,1.0,15,0.6875652550357788,7,0.32086378568336343,8,6.125,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0
344,FEDXDM12,M,NR,2.0,CAS20,120,2.4285714285714284,1.0,21,0.9217826007437664,17,0.7462049625068585,9,5.777777777777778,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0
345,FEDXDM13,M,NR,2.0,CAS20,143,2.6470588235294117,1.0,17,0.7477274948685367,12,0.5278076434366141,13,6.615384615384615,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0
346,FEDXDM14,M,NR,2.0,CAS20,172,2.65,1.0,20,0.8846078238647532,16,0.7076862590918025,12,8.583333333333334,1.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
347,FEDXDM15,M,NR,2.0,CAS20,155,2.84,1.0,25,1.1212578020855395,11,0.4933534329176374,8,9.125,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
348,FEDXDM16,M,NR,2.0,CAS20,110,2.6666666666666665,1.0,24,1.052041984268076,17,0.7451964055232204,5,5.8,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0
349,FEDXDM17,M,NR,2.0,CAS20,127,2.6333333333333333,1.0,30,1.3070787999080202,9,0.39212363997240607,7,5.571428571428571,3.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
350,FEDXDM19,M,NR,2.0,CAS20,116,2.652173913043478,1.0,23,1.0077283514878597,22,0.9639140753362136,5,6.6,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0
351,FEDXDM20,M,NR,2.0,CAS20,84,2.5,1.0,16,0.7054241730248735,19,0.8376912054670373,4,6.25,1.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
352,FEDXDM11,M,NR,2.0,SUC,61,2.466666666666667,1.0,15,0.6545930613135501,14,0.6109535238926468,2,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
353,FEDXDM12,M,NR,2.0,SUC,43,2.25,1.0,8,0.35209115248725503,25,1.100284851522672,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
354,FEDXDM13,M,NR,2.0,SUC,45,2.4545454545454546,1.0,11,0.4847772595394616,18,0.7932718792463916,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
355,FEDXDM14,M,NR,2.0,SUC,19,2.0,1.0,4,0.1854212539112296,11,0.5099084482558813,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,FEDXDM15,M,NR,2.0,SUC,30,2.4285714285714284,1.0,7,0.35646085295989816,13,0.6619987269255252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
357,FEDXDM16,M,NR,2.0,SUC,55,2.142857142857143,1.0,14,0.6104503282381726,25,1.0900898718538796,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
358,FEDXDM17,M,NR,2.0,SUC,42,2.076923076923077,1.0,13,0.5735153550158084,15,0.661748486556702,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
359,FEDXDM19,M,NR,2.0,SUC,75,2.263157894736842,1.0,19,0.8304699925937618,27,1.1801415684227141,1,5.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
360,FEDXDM20,M,NR,2.0,SUC,61,2.5,1.0,14,0.6241949866243931,20,0.891707123749133,1,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
361,FEDXDM11,M,NR,3.0,CAS5,136,2.8636363636363638,1.0,22,0.9648652599775839,7,0.3070025827201403,8,8.25,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0
362,FEDXDM12,M,NR,3.0,CAS5,122,2.611111111111111,1.0,18,0.7911991306577454,24,1.0549321742103273,9,5.666666666666667,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
363,FEDXDM13,M,NR,3.0,CAS5,119,2.782608695652174,1.0,23,1.0128935972402318,14,0.6165439287549237,6,6.833333333333333,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0
364,FEDXDM14,M,NR,3.0,CAS5,140,2.8333333333333335,1.0,18,0.79587324981577,19,0.8400884303610906,10,7.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
365,FEDXDM15,M,NR,3.0,CAS5,156,2.6818181818181817,1.0,22,0.9643835616438357,15,0.6575342465753424,11,7.454545454545454,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0
366,FEDXDM16,M,NR,3.0,CAS5,134,2.7777777777777777,1.0,27,1.156798571853615,25,1.0711097887533472,6,5.666666666666667,1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
367,FEDXDM17,M,NR,3.0,CAS5,138,2.925925925925926,1.0,27,1.1665306514329605,18,0.777687100955307,7,5.857142857142857,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
368,FEDXDM18,M,NR,3.0,CAS5,132,2.8181818181818183,1.0,22,0.9556676400318557,28,1.2163042691314527,6,7.0,1.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0
369,FEDXDM19,M,NR,3.0,CAS5,130,2.5454545454545454,1.0,22,0.9465192709889453,27,1.1616372871227965,9,5.222222222222222,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
370,FEDXDM20,M,NR,3.0,CAS5,118,3.0,1.0,25,1.0832671336751643,26,1.1265978190221708,3,5.666666666666667,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0
371,FEDXDM11,M,NR,3.0,SUC,25,3.2,1.0,5,0.24096385542168675,9,0.43373493975903615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
372,FEDXDM12,M,NR,3.0,SUC,25,2.0,1.0,5,0.2443494196701283,15,0.733048259010385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
373,FEDXDM13,M,NR,3.0,SUC,44,2.25,1.0,12,0.529625951671632,17,0.7503034315348119,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
374,FEDXDM14,M,NR,3.0,SUC,20,2.0,1.0,2,0.09092975676290066,16,0.7274380541032053,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,FEDXDM15,M,NR,3.0,SUC,12,2.0,1.0,1,0.04640371229698376,10,0.46403712296983757,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
376,FEDXDM16,M,NR,3.0,SUC,38,2.0,1.0,5,0.21662213878258357,23,0.9964618383998844,1,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
377,FEDXDM17,M,NR,3.0,SUC,36,2.0,1.0,7,0.30779001880939005,22,0.9673400591152259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
378,FEDXDM18,M,NR,3.0,SUC,23,3.0,1.0,3,0.13802798900888236,14,0.6441306153747843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
379,FEDXDM19,M,NR,3.0,SUC,34,2.0,1.0,3,0.13535530768266701,28,1.2633162050382254,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
380,FEDXDM20,M,NR,3.0,SUC,31,2.3333333333333335,1.0,6,0.2664232676320399,17,0.7548659249574463,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
381,FEDXDM11,M,NR,4.0,CAS5,105,2.625,1.0,16,0.723918207296995,20,0.9048977591212437,6,7.166666666666667,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0
382,FEDXDM12,M,NR,4.0,CAS5,74,2.6666666666666665,1.0,12,0.5391642953422195,42,1.8870750336977684,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
383,FEDXDM13,M,NR,4.0,CAS5,75,2.3636363636363638,1.0,11,0.49794409445848575,44,1.991776377833943,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
384,FEDXDM14,M,NR,4.0,CAS5,78,2.2857142857142856,1.0,14,0.630110269297127,35,1.5752756732428175,2,5.5,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
385,FEDXDM15,M,NR,4.0,CAS5,91,2.6666666666666665,1.0,9,0.41079216959123643,40,1.8257429759610508,4,6.75,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,FEDXDM16,M,NR,4.0,CAS5,78,2.6,1.0,10,0.4391475657806458,45,1.976164046012906,1,7.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
387,FEDXDM17,M,NR,4.0,CAS5,77,2.5,1.0,14,0.6148365925365669,42,1.8445097776097008,0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
388,FEDXDM18,M,NR,4.0,CAS5,106,2.3793103448275863,1.0,29,1.2840696644691527,22,0.9741218144248744,3,5.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0
389,FEDXDM19,M,NR,4.0,CAS5,70,2.5,1.0,8,0.35160542058356736,45,1.9777804907825665,1,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,FEDXDM20,M,NR,4.0,CAS5,58,2.5,1.0,8,0.3609655829343493,38,1.7145865189381595,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
391,FEDXDM11,M,NR,4.0,SUC,44,2.7,1.0,10,0.4509413400473489,17,0.7666002780804931,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
392,FEDXDM12,M,NR,4.0,SUC,43,2.4,1.0,5,0.22797507472516337,31,1.413445463296013,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
393,FEDXDM13,M,NR,4.0,SUC,41,2.0,1.0,3,0.13652222278404208,35,1.592759265813824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
394,FEDXDM14,M,NR,4.0,SUC,58,2.5,1.0,6,0.26925953627524307,43,1.9296933433059087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
395,FEDXDM15,M,NR,4.0,SUC,48,2.6,1.0,5,0.23001725129384704,35,1.6101207590569293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
396,FEDXDM16,M,NR,4.0,SUC,52,2.0,1.0,2,0.08817262240074455,43,1.895711381616008,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,FEDXDM17,M,NR,4.0,SUC,52,2.0,1.0,7,0.3119236529725581,38,1.6932998304224582,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
398,FEDXDM18,M,NR,4.0,SUC,45,2.125,1.0,8,0.3574842049079602,28,1.2511947171778608,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,FEDXDM19,M,NR,4.0,SUC,49,2.0,1.0,4,0.17843866171003717,41,1.828996282527881,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,FEDXDM20,M,NR,4.0,SUC,39,2.0,1.0,4,0.18076826512678887,31,1.4009540547326136,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
